"customer_state","customer_city","qtd_clientes","rank_cidade"
"MA","capinzal do norte","2","15"
"MA","mata roma","2","15"
"MA","carolina","2","15"
"MA","carutapera","2","15"
"MA","olho d'agua das cunhas","2","15"
"MA","vitoria do mearim","2","15"
"MA","sucupira do norte","2","15"
"MA","santa luzia","2","15"
"MA","boa vista do gurupi","2","15"
"MA","porto franco","2","15"
"MA","campestre do maranhao","2","15"
"MA","senador la rocque","1","16"
"MA","sao pedro da agua branca","1","16"
"MA","cajapio","1","16"
"MA","humberto de campos","1","16"
"MA","vargem grande","1","16"
"MA","matoes","1","16"
"MA","sao joao batista","1","16"
"MA","pirapemas","1","16"
"MA","centro novo do maranhao","1","16"
"MA","amapa do maranhao","1","16"
"MA","maranhaozinho","1","16"
"MA","araguana","1","16"
"MA","sao benedito do rio preto","1","16"
"MA","rosario","1","16"
"MA","alto alegre do maranhao","1","16"
"MA","santa luzia do parua","1","16"
"MA","buriti","1","16"
"MA","peri mirim","1","16"
"MA","parnarama","1","16"
"MA","loreto","1","16"
"MA","presidente medici","1","16"
"MA","paulino neves","1","16"
"MA","bela vista do maranhao","1","16"
"MA","sao joao do paraiso","1","16"
"MA","goncalves dias","1","16"
"MA","guimaraes","1","16"
"MA","pio xii","1","16"
"MA","icatu","1","16"
"MA","sitio novo","1","16"
"MA","brejo","1","16"
"MA","formosa da serra negra","1","16"
"MA","presidente juscelino","1","16"
"MA","magalhaes de almeida","1","16"
"MA","moncao","1","16"
"MA","sao francisco do brejao","1","16"
"MA","cidelandia","1","16"
"MA","santa rita","1","16"
"MA","alto alegre do pindare","1","16"
"MA","joselandia","1","16"
"MA","lago verde","1","16"
"MA","candido mendes","1","16"
"MA","cantanhede","1","16"
"MA","sao vicente ferrer","1","16"
"MA","passagem franca","1","16"
"MA","governador eugenio barros","1","16"
"MA","sambaiba","1","16"
"MA","alcantara","1","16"
"MA","arame","1","16"
"MA","cajari","1","16"
"MA","bequimao","1","16"
"MA","miranda do norte","1","16"
"MA","benedito leite","1","16"
"MA","bom jardim","1","16"
"MA","jatoba","1","16"
"MA","pocao de pedras","1","16"
"MA","santa quiteria do maranhao","1","16"
"MG","belo horizonte","2773","1"
"MG","juiz de fora","427","2"
"MG","contagem","426","3"
"MG","uberlandia","374","4"
"MG","montes claros","211","5"
"MG","betim","203","6"
"MG","uberaba","191","7"
"MG","ipatinga","171","8"
"MG","governador valadares","141","9"
"MG","divinopolis","137","10"
"MG","pouso alegre","131","11"
"MG","sete lagoas","128","12"
"MG","pocos de caldas","122","13"
"MG","ribeirao das neves","101","14"
"MG","patos de minas","100","15"
"MG","nova lima","98","16"
"MG","itajuba","94","17"
"MG","santa luzia","93","18"
"MG","vicosa","89","19"
"MG","varginha","89","19"
"MG","conselheiro lafaiete","84","20"
"MG","lavras","83","21"
"MG","barbacena","80","22"
"MG","itabira","79","23"
"MG","araxa","78","24"
"MG","teofilo otoni","75","25"
"MG","sao joao del rei","67","26"
"MG","manhuacu","65","27"
"MG","muriae","64","28"
"MG","paracatu","63","29"
"MG","caratinga","62","30"
"MG","lagoa santa","59","31"
"MG","ouro preto","57","32"
"MG","itauna","57","32"
"MG","ituiutaba","56","33"
"MG","unai","54","34"
"MG","timoteo","54","34"
"MG","araguari","54","34"
"MG","uba","53","35"
"MG","joao monlevade","51","36"
"MG","nova serrana","51","36"
"MG","ibirite","50","37"
"MG","patrocinio","47","38"
"MG","vespasiano","45","39"
"MG","curvelo","44","40"
"MG","passos","43","41"
"MG","tres coracoes","43","41"
"MG","alfenas","43","41"
"MG","pirapora","42","42"
"MG","sabara","42","42"
"MG","ponte nova","41","43"
"MG","ouro branco","41","43"
"MG","coronel fabriciano","41","43"
"MG","extrema","40","44"
"MG","pedro leopoldo","40","44"
"MG","bom despacho","39","45"
"MG","guaxupe","37","46"
"MG","para de minas","37","46"
"MG","sao sebastiao do paraiso","36","47"
"MG","santa rita do sapucai","35","48"
"MG","sao lourenco","34","49"
"MG","cataguases","33","50"
"MG","mariana","33","50"
"MG","itabirito","32","51"
"MG","formiga","32","51"
"MG","congonhas","30","52"
"MG","alem paraiba","29","53"
"MG","piumhii","28","54"
"MG","carangola","27","55"
"MG","diamantina","27","55"
"MG","caete","27","55"
"MG","brumadinho","26","56"
"MG","santa barbara","26","56"
"MG","frutal","26","56"
"MG","nanuque","25","57"
"MG","coromandel","25","57"
"MG","arcos","25","57"
"MG","monte carmelo","24","58"
"MG","cambui","22","59"
"MG","santos dumont","22","59"
"MG","januaria","22","59"
"MG","salinas","22","59"
"MG","pitangui","22","59"
"MG","oliveira","22","59"
"MG","claudio","22","59"
"MG","machado","21","60"
"MG","campo belo","21","60"
"MG","tres pontas","20","61"
"MG","capelinha","20","61"
"MG","monte siao","20","61"
"MG","sao gotardo","20","61"
"MG","espera feliz","19","62"
"MG","visconde do rio branco","19","62"
"MG","guanhaes","18","63"
"MG","sarzedo","18","63"
"MG","bambui","18","63"
"MG","jacutinga","18","63"
"MG","barao de cocais","18","63"
"MG","leopoldina","17","64"
"MG","santa vitoria","17","64"
"MG","caxambu","17","64"
"MG","janauba","17","64"
"MG","ouro fino","16","65"
"MG","manhumirim","16","65"
"MG","carmo do paranaiba","16","65"
"MG","santana do paraiso","16","65"
"MG","joao pinheiro","16","65"
"MG","conselheiro pena","15","66"
"MG","paraisopolis","15","66"
"MG","iturama","15","66"
"MG","sao joao nepomuceno","15","66"
"MG","santo antonio do monte","15","66"
"MG","nova era","15","66"
"MG","esmeraldas","14","67"
"MG","buritis","14","67"
"MG","divino","14","67"
"MG","itanhandu","14","67"
"MG","almenara","14","67"
"MG","paraguacu","13","68"
"MG","tupaciguara","13","68"
"MG","sacramento","13","68"
"MG","taiobeiras","13","68"
"MG","itapecerica","13","68"
"MG","bocaiuva","13","68"
"MG","tres marias","13","68"
"MG","matias barbosa","13","68"
"MG","matozinhos","12","69"
"MG","raul soares","12","69"
"MG","conceicao do mato dentro","12","69"
"MG","sao francisco","12","69"
"MG","abaete","12","69"
"MG","andradas","12","69"
"MG","barroso","11","70"
"MG","raposos","11","70"
"MG","mantena","11","70"
"MG","varzea da palma","11","70"
"MG","astolfo dutra","11","70"
"MG","lagoa da prata","11","70"
"MG","corinto","11","70"
"MG","alvinopolis","11","70"
"MG","boa esperanca","11","70"
"MG","capinopolis","11","70"
"MG","igarape","11","70"
"MG","pompeu","11","70"
"MG","jequitinhonha","11","70"
"MG","carandai","11","70"
"MG","resplendor","10","71"
"MG","itamonte","10","71"
"MG","eloi mendes","10","71"
"MG","carmo do cajuru","10","71"
"MG","candeias","10","71"
"MG","aimores","10","71"
"MG","campina verde","10","71"
"MG","passa quatro","10","71"
"MG","prata","10","71"
"MG","sao goncalo do sapucai","10","71"
"MG","carmo do rio claro","9","72"
"MG","perdoes","9","72"
"MG","nova ponte","9","72"
"MG","mateus leme","9","72"
"MG","turmalina","9","72"
"MG","aracuai","9","72"
"MG","camanducaia","9","72"
"MG","monte santo de minas","9","72"
"MG","piranguinho","9","72"
"MG","mirai","9","72"
"MG","mar de espanha","9","72"
"MG","novo cruzeiro","9","72"
"MG","paraopeba","9","72"
"MG","nepomuceno","9","72"
"MG","muzambinho","9","72"
"MG","simonesia","9","72"
"MG","brasilia de minas","9","72"
"MG","santa juliana","9","72"
"MG","rio paranaiba","9","72"
"MG","buritizeiro","9","72"
"MG","guaranesia","9","72"
"MG","ibia","9","72"
"MG","mutum","8","73"
"MG","fervedouro","8","73"
"MG","botelhos","8","73"
"MG","ipaba","8","73"
"MG","baependi","8","73"
"MG","cristina","8","73"
"MG","perdizes","8","73"
"MG","dores de campos","8","73"
"MG","sao joaquim de bicas","8","73"
"MG","virginopolis","8","73"
"MG","itamarandiba","8","73"
"MG","arinos","8","73"
"MG","santo antonio do jacinto","8","73"
"MG","sao jose da lapa","8","73"
"MG","lambari","8","73"
"MG","rio acima","8","73"
"MG","poco fundo","8","73"
"MG","bom jardim de minas","8","73"
"MG","pirapetinga","8","73"
"MG","caetanopolis","8","73"
"MG","ipanema","7","74"
"MG","guarani","7","74"
"MG","bicas","7","74"
"MG","sao joao evangelista","7","74"
"MG","dores do indaia","7","74"
"MG","inhapim","7","74"
"MG","ervalia","7","74"
"MG","cachoeira de minas","7","74"
"MG","piedade de caratinga","7","74"
"MG","malacacheta","7","74"
"MG","lagoa formosa","7","74"
"MG","perdigao","7","74"
"MG","alpinopolis","7","74"
"MG","teixeiras","7","74"
"MG","arceburgo","7","74"
"MG","areado","7","74"
"MG","campanha","7","74"
"MG","entre rios de minas","7","74"
"MG","medina","6","75"
"MG","mata verde","6","75"
"MG","presidente olegario","6","75"
"MG","borda da mata","6","75"
"MG","martins soares","6","75"
"MG","conceicao da aparecida","6","75"
"MG","sabinopolis","6","75"
"MG","brazopolis","6","75"
"MG","carmo da mata","6","75"
"MG","itaobim","6","75"
"MG","conquista","6","75"
"MG","fronteira","6","75"
"MG","sao jose da barra","6","75"
"MG","rio pomba","6","75"
"MG","sao goncalo do rio abaixo","6","75"
"MG","araujos","6","75"
"MG","cassia","6","75"
"MG","santa rita de caldas","6","75"
"MG","abre campo","6","75"
"MG","soledade de minas","6","75"
"MG","lima duarte","6","75"
"MG","vazante","6","75"
"MG","tocantins","6","75"
"MG","espinosa","6","75"
"MG","itambacuri","6","75"
"MG","juruaia","6","75"
"MG","jeceaba","6","75"
"MG","jaiba","6","75"
"MG","carai","6","75"
"MG","mendes pimentel","5","76"
"MG","serra dos aimores","5","76"
"MG","cambuquira","5","76"
"MG","lagoa dourada","5","76"
"MG","pedra azul","5","76"
"MG","jesuania","5","76"
"MG","canapolis","5","76"
"MG","belo oriente","5","76"
"MG","sao tiago","5","76"
"MG","jordania","5","76"
"MG","rio pardo de minas","5","76"
"MG","buenopolis","5","76"
"MG","itau de minas","5","76"
"MG","sao romao","5","76"
"MG","arapora","5","76"
"MG","frei inocencio","5","76"
"MG","aguas formosas","5","76"
"MG","carmopolis de minas","5","76"
"MG","eugenopolis","5","76"
"MG","tombos","5","76"
"MG","divinolandia de minas","5","76"
"MG","porteirinha","5","76"
"MG","rio manso","5","76"
"MG","caldas","5","76"
"MG","itapeva","5","76"
"MG","capitolio","5","76"
"MG","santa cruz de minas","5","76"
"MG","campos altos","5","76"
"MG","monte azul","5","76"
"MG","rio casca","5","76"
"MG","itapagipe","5","76"
"MG","conceicao do rio verde","5","76"
"MG","campos gerais","5","76"
"MG","monte belo","5","76"
"MG","catas altas","5","76"
"MG","pecanha","5","76"
"MG","lagoa grande","4","77"
"MG","minas novas","4","77"
"MG","goiana","4","77"
"MG","merces","4","77"
"MG","santana do jacare","4","77"
"MG","piranga","4","77"
"MG","maravilhas","4","77"
"MG","cruzilia","4","77"
"MG","campo do meio","4","77"
"MG","conceicao das pedras","4","77"
"MG","tarumirim","4","77"
"MG","dom silverio","4","77"
"MG","rio preto","4","77"
"MG","itanhomi","4","77"
"MG","matipo","4","77"
"MG","prudente de morais","4","77"
"MG","ibiraci","4","77"
"MG","palma","4","77"
"MG","sao joao do paraiso","4","77"
"MG","volta grande","4","77"
"MG","conceicao dos ouros","4","77"
"MG","santana da vargem","4","77"
"MG","iguatama","4","77"
"MG","alto rio doce","4","77"
"MG","iapu","4","77"
"MG","santo antonio do amparo","4","77"
"MG","jacui","4","77"
"MG","rio piracicaba","4","77"
"MG","carbonita","4","77"
"MG","alto jequitiba","4","77"
"MG","bueno brandao","4","77"
"MG","gouveia","4","77"
"MG","mario campos","4","77"
"MG","bom repouso","4","77"
"MG","aiuruoca","4","77"
"MG","bom jesus do galho","4","77"
"MG","tiradentes","4","77"
"MG","juatuba","4","77"
"MG","carmo da cachoeira","4","77"
"MG","congonhal","4","77"
"MG","sao tomas de aquino","4","77"
"MG","guimarania","4","77"
"MG","monte alegre de minas","4","77"
"MG","sao pedro dos ferros","4","77"
"MG","sao geraldo","4","77"
"MG","santa maria de itabira","4","77"
"MG","papagaios","4","77"
"MG","sao domingos do prata","4","77"
"MG","bom sucesso","4","77"
"MG","munhoz","4","77"
"MG","rio novo","4","77"
"MG","sapucai-mirim","4","77"
"MG","chapada gaucha","4","77"
"MG","bonfim","4","77"
"MG","carrancas","3","78"
"MG","coluna","3","78"
"MG","ibiai","3","78"
"MG","carmo de minas","3","78"
"MG","cristais","3","78"
"MG","tiros","3","78"
"MG","ritapolis","3","78"
"MG","alterosa","3","78"
"MG","conceicao do para","3","78"
"MG","sao pedro da uniao","3","78"
"MG","pouso alto","3","78"
"MG","delfinopolis","3","78"
"MG","piedade do rio grande","3","78"
"MG","sao goncalo do rio preto","3","78"
"MG","carvalhopolis","3","78"
"MG","francisco sa","3","78"
"MG","ubaporanga","3","78"
"MG","maria da fe","3","78"
"MG","piedade dos gerais","3","78"
"MG","carlos chagas","3","78"
"MG","liberdade","3","78"
"MG","aguas vermelhas","3","78"
"MG","cachoeira de pajeu","3","78"
"MG","itacarambi","3","78"
"MG","sao joao do manteninha","3","78"
"MG","cristalia","3","78"
"MG","rubim","3","78"
"MG","pains","3","78"
"MG","ipiacu","3","78"
"MG","madre de deus de minas","3","78"
"MG","prados","3","78"
"MG","santo antonio do itambe","3","78"
"MG","ataleia","3","78"
"MG","alfredo vasconcelos","3","78"
"MG","silvianopolis","3","78"
"MG","gameleiras","3","78"
"MG","pedralva","3","78"
"MG","manga","3","78"
"MG","setubinha","3","78"
"MG","abadia dos dourados","3","78"
"MG","riacho dos machados","3","78"
"MG","descoberto","3","78"
"MG","cabeceira grande","3","78"
"MG","santa rita de minas","3","78"
"MG","grao mogol","3","78"
"MG","sao joao batista do gloria","3","78"
"MG","santana do manhuacu","3","78"
"MG","piumhi","3","78"
"MG","bandeira","3","78"
"MG","recreio","3","78"
"MG","sao goncalo do para","3","78"
"MG","pirauba","3","78"
"MG","coracao de jesus","3","78"
"MG","montalvania","3","78"
"MG","lajinha","3","78"
"MG","azurita","3","78"
"MG","resende costa","3","78"
"MG","uniao de minas","3","78"
"MG","campestre","3","78"
"MG","pocrane","3","78"
"MG","luminarias","3","78"
"MG","florestal","3","78"
"MG","conceicao das alagoas","3","78"
"MG","virgem da lapa","3","78"
"MG","belo vale","3","78"
"MG","carneirinho","3","78"
"MG","caiana","3","78"
"MG","itinga","3","78"
"MG","francisco badaro","3","78"
"MG","pote","3","78"
"MG","morada nova de minas","3","78"
"MG","rodeiro","3","78"
"MG","antonio prado de minas","3","78"
"MG","mato verde","3","78"
"MG","pedrinopolis","3","78"
"MG","verissimo","3","78"
"MG","varzelandia","3","78"
"MG","andrelandia","3","78"
"MG","sao sebastiao do maranhao","3","78"
"MG","monte verde","3","78"
"MG","goncalves","3","78"
"MG","cabo verde","3","78"
"MG","chapada do norte","2","79"
"MG","luizlandia do oeste","2","79"
"MG","paiva","2","79"
"MG","bonfinopolis de minas","2","79"
"MG","sao joao do oriente","2","79"
"MG","turvolandia","2","79"
"MG","romaria","2","79"
"MG","luisburgo","2","79"
"MG","dom joaquim","2","79"
"MG","cruzeiro da fortaleza","2","79"
"MG","bras pires","2","79"
"MG","vargem alegre","2","79"
"MG","sericita","2","79"
"MG","alto caparao","2","79"
"MG","senador modestino goncalves","2","79"
"MG","machacalis","2","79"
"MG","sao bras do suacui","2","79"
"MG","dona euzebia","2","79"
"MG","bias fortes","2","79"
"MG","jequitai","2","79"
"MG","divisa alegre","2","79"
"MG","cristiano otoni","2","79"
"MG","acaiaca","2","79"
"MG","chacara","2","79"
"MG","nazareno","2","79"
"MG","virgolandia","2","79"
"MG","baldim","2","79"
"MG","serrania","2","79"
"MG","planura","2","79"
"MG","inhauma","2","79"
"MG","sao thome das letras","2","79"
"MG","taquaracu de minas","2","79"
"MG","ferros","2","79"
"MG","itatiaiucu","2","79"
"MG","santa maria do suacui","2","79"
"MG","dionisio","2","79"
"MG","sao joao das missoes","2","79"
"MG","perpetuo socorro","2","79"
"MG","sao joao da mata","2","79"
"MG","limeira do oeste","2","79"
"MG","icarai de minas","2","79"
"MG","careacu","2","79"
"MG","araponga","2","79"
"MG","itamogi","2","79"
"MG","matutina","2","79"
"MG","capim branco","2","79"
"MG","sao goncalo do abaete","2","79"
"MG","brasilandia de minas","2","79"
"MG","salto da divisa","2","79"
"MG","inconfidentes","2","79"
"MG","formoso","2","79"
"MG","piau","2","79"
"MG","senador amaral","2","79"
"MG","estrela do indaia","2","79"
"MG","inimutaba","2","79"
"MG","indianopolis","2","79"
"MG","luz","2","79"
"MG","crisolita","2","79"
"MG","santana dos montes","2","79"
"MG","dom vicoso","2","79"
"MG","santa rita do ibitipoca","2","79"
"MG","santo antonio do grama","2","79"
"MG","francisco dumont","2","79"
"MG","caputira","2","79"
"MG","sao jose do goiabal","2","79"
"MG","porto firme","2","79"
"MG","bandeira do sul","2","79"
"MG","sao joao do manhuacu","2","79"
"MG","juvenilia","2","79"
"MG","patrocinio do muriae","2","79"
"MG","chaveslandia","2","79"
"MG","cachoeira do campo","2","79"
"MG","alpercata","2","79"
"MG","guidoval","2","79"
"MG","antonio pereira","2","79"
"MG","riachinho","2","79"
"MG","periquito","2","79"
"MG","bom jesus da penha","2","79"
"MG","varjao de minas","2","79"
"MG","itueta","2","79"
"MG","durande","2","79"
"MG","aracitaba","2","79"
"MG","santa helena de minas","2","79"
"MG","tabuleiro","2","79"
"MG","serra azul de minas","2","79"
"MG","alvarenga","2","79"
"MG","ponto dos volantes","2","79"
"MG","santa margarida","2","79"
"MG","jequitiba","2","79"
"MG","santa cruz de salinas","2","79"
"MG","materlandia","2","79"
"MG","capetinga","2","79"
"MG","montezuma","2","79"
"MG","monte formoso","2","79"
"MG","coroaci","2","79"
"MG","ouro verde de minas","2","79"
"MG","senhora de oliveira","2","79"
"MG","campanario","2","79"
"MG","presidente kubitschek","2","79"
"MG","agua comprida","2","79"
"MG","fruta de leite","2","79"
"MG","diogo de vasconcelos","2","79"
"MG","santa cruz do prata","2","79"
"MG","cachoeira da prata","2","79"
"MG","leandro ferreira","2","79"
"MG","ladainha","2","79"
"MG","jacinto","2","79"
"MG","imbe de minas","2","79"
"MG","guaraciaba","2","79"
"MG","itaguara","2","79"
"MG","cantagalo","2","79"
"MG","sao francisco de paula","2","79"
"MG","guarara","2","79"
"MG","senador firmino","2","79"
"MG","guarda-mor","2","79"
"MG","martinho campos","2","79"
"MG","serro","2","79"
"MG","irai de minas","2","79"
"MG","chale","2","79"
"MG","sao domingos das dores","2","79"
"MG","pimenta","2","79"
"MG","sao roque de minas","2","79"
"MG","goiabeira","2","79"
"MG","medeiros","2","79"
"MG","ribeirao vermelho","2","79"
"MG","conceicao do formoso","1","80"
"MG","claro dos pocoes","1","80"
"MG","urucania","1","80"
"MG","lamim","1","80"
"MG","barra longa","1","80"
"MG","ribeiro junqueira","1","80"
"MG","mamonas","1","80"
"MG","canaa","1","80"
"MG","cajuri","1","80"
"MG","glaura","1","80"
"MG","capitao andrade","1","80"
"MG","ingai","1","80"
"MG","campo azul","1","80"
"MG","pavao","1","80"
"MG","vargem grande do rio pardo","1","80"
"MG","baguari","1","80"
"MG","vitorinos","1","80"
"MG","berilo","1","80"
"MG","sao sebastiao do rio verde","1","80"
"MG","passa tempo","1","80"
"MG","brasopolis","1","80"
"MG","pocoes de paineiras","1","80"
"MG","amparo da serra","1","80"
"MG","cuite velho","1","80"
"MG","sao bento abade","1","80"
"MG","grupiara","1","80"
"MG","guape","1","80"
"MG","caparao","1","80"
"MG","dores de guanhaes","1","80"
"MG","bertopolis","1","80"
"MG","nacip raydan","1","80"
"MG","pedra menina","1","80"
"MG","berizal","1","80"
"MG","igaratinga","1","80"
"MG","miravania","1","80"
"MG","crucilandia","1","80"
"MG","engenheiro navarro","1","80"
"MG","sao domingos","1","80"
"MG","brejo bonito","1","80"
"MG","arantina","1","80"
"MG","bela vista de minas","1","80"
"MG","antunes","1","80"
"MG","sao felix de minas","1","80"
"MG","jaguaracu","1","80"
"MG","alexandrita","1","80"
"MG","silveira carvalho","1","80"
"MG","santa fe de minas","1","80"
"MG","capitao eneas","1","80"
"MG","sao mateus de minas","1","80"
"MG","silvano","1","80"
"MG","andrequice","1","80"
"MG","jenipapo de minas","1","80"
"MG","morro da garca","1","80"
"MG","joaima","1","80"
"MG","umburatiba","1","80"
"MG","santa rita de jacutinga","1","80"
"MG","itutinga","1","80"
"MG","moeda","1","80"
"MG","desterro de entre rios","1","80"
"MG","padre paraiso","1","80"
"MG","frei gaspar","1","80"
"MG","ilicinea","1","80"
"MG","moema","1","80"
"MG","mesquita","1","80"
"MG","frei lagonegro","1","80"
"MG","arapua","1","80"
"MG","pedra do indaia","1","80"
"MG","desembargador otoni","1","80"
"MG","santo antonio dos campos","1","80"
"MG","santo antonio do rio abaixo","1","80"
"MG","felixlandia","1","80"
"MG","capela nova","1","80"
"MG","guinda","1","80"
"MG","carmesia","1","80"
"MG","pratapolis","1","80"
"MG","fonseca","1","80"
"MG","sapucaia","1","80"
"MG","piracema","1","80"
"MG","morro vermelho","1","80"
"MG","laranjal","1","80"
"MG","vermelho","1","80"
"MG","paula candido","1","80"
"MG","jequeri","1","80"
"MG","jampruca","1","80"
"MG","ressaquinha","1","80"
"MG","camacho","1","80"
"MG","minduri","1","80"
"MG","datas","1","80"
"MG","cedro do abaete","1","80"
"MG","senador cortes","1","80"
"MG","entre folhas","1","80"
"MG","comercinho","1","80"
"MG","martinesia","1","80"
"MG","cachoeira dourada","1","80"
"MG","confins","1","80"
"MG","monsenhor paulo","1","80"
"MG","sao francisco do humaita","1","80"
"MG","felisburgo","1","80"
"MG","palmital de minas","1","80"
"MG","nova resende","1","80"
"MG","acucena","1","80"
"MG","campo florido","1","80"
"MG","santa maria do salto","1","80"
"MG","major porto","1","80"
"MG","mendonca","1","80"
"MG","rubelita","1","80"
"MG","claraval","1","80"
"MG","ibertioga","1","80"
"MG","santo antonio do aventureiro","1","80"
"MG","tumiritinga","1","80"
"MG","tocos do moji","1","80"
"MG","estevao de araujo","1","80"
"MG","centralina","1","80"
"MG","senhora dos remedios","1","80"
"MG","olaria","1","80"
"MG","sao goncalo do rio das pedras","1","80"
"MG","ewbank da camara","1","80"
"MG","desterro do melo","1","80"
"MG","marilac","1","80"
"MG","santa rita do itueto","1","80"
"MG","coronel murta","1","80"
"MG","divisa nova","1","80"
"MG","queixada","1","80"
"MG","angustura","1","80"
"MG","central de santa helena","1","80"
"MG","bonito de minas","1","80"
"MG","braunas","1","80"
"MG","sobralia","1","80"
"MG","divinesia","1","80"
"MG","serranopolis de minas","1","80"
"MG","delfim moreira","1","80"
"MG","patis","1","80"
"MG","coimbra","1","80"
"MG","antonio carlos","1","80"
"MG","estiva","1","80"
"MG","pingo-d'agua","1","80"
"MG","ponto do marambaia","1","80"
"MG","santana do capivari","1","80"
"MG","japaraiba","1","80"
"MG","palmopolis","1","80"
"MG","sao benedito","1","80"
"MG","sao jose do divino","1","80"
"MG","santana do deserto","1","80"
"MG","natercia","1","80"
"MG","cachoeira do brumado","1","80"
"MG","pescador","1","80"
"MG","ravena","1","80"
"MG","sao geraldo do baguari","1","80"
"MG","tuparece","1","80"
"MG","morro do ferro","1","80"
"MG","serra bonita","1","80"
"MG","divino das laranjeiras","1","80"
"MG","taparuba","1","80"
"MG","sardoa","1","80"
"MG","corrego danta","1","80"
"MG","sao miguel do anta","1","80"
"MG","alagoa","1","80"
"MG","guiricema","1","80"
"MG","bugre","1","80"
"MG","sao vitor","1","80"
"MG","macuco de minas","1","80"
"MG","santo hipolito","1","80"
"MG","olhos d'agua","1","80"
"MG","rio doce","1","80"
"MG","conceicao da ibitipoca","1","80"
"MG","uruana de minas","1","80"
"MG","novo oriente de minas","1","80"
"MG","estrela do sul","1","80"
"MG","pinhotiba","1","80"
"MG","vila pereira","1","80"
"MG","virginia","1","80"
"MG","ipuiuna","1","80"
"MG","vermelho novo","1","80"
"MG","ibiracatu","1","80"
"MG","rio espera","1","80"
"MG","felicio dos santos","1","80"
"MG","pequi","1","80"
"MG","paineiras","1","80"
"MG","pirajuba","1","80"
"MG","simao pereira","1","80"
"MG","ubai","1","80"
"MG","cascalho rico","1","80"
"MG","urucuia","1","80"
"MG","campo alegre de minas","1","80"
"MG","coronel pacheco","1","80"
"MG","padre carvalho","1","80"
"MG","vieiras","1","80"
"MG","santana de pirapama","1","80"
"MG","morro do pilar","1","80"
"MG","itabirinha","1","80"
"MG","sao joao da ponte","1","80"
"MG","dom cavati","1","80"
"MG","bom jesus do amparo","1","80"
"MG","jaboticatubas","1","80"
"MG","sao francisco do gloria","1","80"
"MG","cocais","1","80"
"MG","quatituba","1","80"
"MG","sao geraldo da piedade","1","80"
"MG","serra do salitre","1","80"
"MG","lagoa dos patos","1","80"
"MG","miradouro","1","80"
"MG","orizania","1","80"
"MG","corrego fundo","1","80"
"MS","campo grande","320","1"
"MS","dourados","64","2"
"MS","tres lagoas","42","3"
"MS","corumba","28","4"
"MS","ponta pora","18","5"
"MS","paranaiba","15","6"
"MS","chapadao do sul","14","7"
"MS","maracaju","13","8"
"MS","costa rica","12","9"
"MS","coxim","11","10"
"MS","nova andradina","11","10"
"MS","sidrolandia","11","10"
"MS","rio brilhante","11","10"
"MS","bonito","8","11"
"MS","navirai","8","11"
"MS","aparecida do taboado","7","12"
"MS","sao gabriel do oeste","7","12"
"MS","camapua","6","13"
"MS","alcinopolis","6","13"
"MS","amambai","6","13"
"MS","cassilandia","5","14"
"MS","bataguassu","5","14"
"MS","ladario","5","14"
"MS","fatima do sul","4","15"
"MS","aquidauana","4","15"
"MS","juti","4","15"
"MS","caarapo","4","15"
"MS","miranda","4","15"
"MS","itapora","3","16"
"MS","mundo novo","3","16"
"MS","bela vista","3","16"
"MS","dois irmaos do buriti","3","16"
"MS","jardim","3","16"
"MS","ivinhema","3","16"
"MS","nova alvorada do sul","3","16"
"MS","anastacio","2","17"
"MS","bodoquena","2","17"
"MS","bataypora","2","17"
"MS","sonora","2","17"
"MS","itaquirai","2","17"
"MS","jaraguari","2","17"
"MS","corguinho","2","17"
"MS","deodapolis","2","17"
"MS","agua clara","2","17"
"MS","anaurilandia","1","18"
"MS","terenos","1","18"
"MS","angelica","1","18"
"MS","caracol","1","18"
"MS","sanga puita","1","18"
"MS","porto murtinho","1","18"
"MS","eldorado","1","18"
"MS","prudencio thomaz","1","18"
"MS","vicentina","1","18"
"MS","coronel sapucaia","1","18"
"MS","bandeirantes","1","18"
"MS","brasilandia","1","18"
"MS","bataipora","1","18"
"MS","inocencia","1","18"
"MS","rio negro","1","18"
"MS","tacuru","1","18"
"MS","pedro gomes","1","18"
"MS","anhandui","1","18"
"MS","gloria de dourados","1","18"
"MS","ribas do rio pardo","1","18"
"MS","paraiso das aguas","1","18"
"MS","guia lopes da laguna","1","18"
"MS","paranhos","1","18"
"MT","cuiaba","248","1"
"MT","rondonopolis","65","2"
"MT","sinop","46","3"
"MT","varzea grande","41","4"
"MT","primavera do leste","28","5"
"MT","caceres","25","6"
"MT","barra do garcas","25","6"
"MT","lucas do rio verde","24","7"
"MT","tangara da serra","24","7"
"MT","sorriso","20","8"
"MT","agua boa","18","9"
"MT","juina","17","10"
"MT","campo novo do parecis","16","11"
"MT","mirassol d'oeste","14","12"
"MT","alta floresta","12","13"
"MT","querencia","10","14"
"MT","canarana","10","14"
"MT","nova xavantina","10","14"
"MT","campo verde","10","14"
"MT","pontes e lacerda","9","15"
"MT","colider","8","16"
"MT","aripuana","8","16"
"MT","sapezal","8","16"
"MT","diamantino","7","17"
"MT","confresa","7","17"
"MT","matupa","7","17"
"MT","comodoro","7","17"
"MT","campos de julio","6","18"
"MT","jauru","5","19"
"MT","alto boa vista","5","19"
"MT","guaranta do norte","5","19"
"MT","juara","5","19"
"MT","nova mutum","5","19"
"MT","itauba","5","19"
"MT","alto araguaia","5","19"
