"customer_state","customer_city","qtd_clientes","rank_cidade"
"RJ","trajano de moraes","8","49"
"RJ","comendador levy gasparian","7","50"
"RJ","santa maria madalena","7","50"
"RJ","areal","7","50"
"RJ","vila muriqui","7","50"
"RJ","porto real","7","50"
"RJ","rio das flores","6","51"
"RJ","cardoso moreira","6","51"
"RJ","california da barra","6","51"
"RJ","engenheiro paulo de frontin","6","51"
"RJ","tangua","6","51"
"RJ","santo amaro de campos","6","51"
"RJ","carapebus","5","52"
"RJ","sapucaia","5","52"
"RJ","japuiba","5","52"
"RJ","quatis","5","52"
"RJ","avelar","4","53"
"RJ","travessao","4","53"
"RJ","anta","4","53"
"RJ","ipiabas","4","53"
"RJ","silva jardim","4","53"
"RJ","governador portela","4","53"
"RJ","santanesia","4","53"
"RJ","conservatoria","4","53"
"RJ","varre-sai","4","53"
"RJ","sao sebastiao do alto","4","53"
"RJ","arrozal","3","54"
"RJ","sao jose do turvo","3","54"
"RJ","rio claro","3","54"
"RJ","sao jose de uba","3","54"
"RJ","visconde de maua","3","54"
"RJ","raposo","3","54"
"RJ","santo eduardo","2","55"
"RJ","glicerio","2","55"
"RJ","passa tres","2","55"
"RJ","engenheiro passos","2","55"
"RJ","monnerat","2","55"
"RJ","werneck","2","55"
"RJ","tocos","2","55"
"RJ","tres irmaos","1","56"
"RJ","santa isabel do rio preto","1","56"
"RJ","sacra familia do tingua","1","56"
"RJ","macuco","1","56"
"RJ","valao do barro","1","56"
"RJ","conrado","1","56"
"RJ","bacaxa","1","56"
"RJ","bemposta","1","56"
"RJ","pureza","1","56"
"RJ","ibitioca","1","56"
"RJ","mussurepe","1","56"
"RJ","santa rita da floresta","1","56"
"RJ","penedo","1","56"
"RJ","corrego do ouro","1","56"
"RJ","boa esperanca","1","56"
"RJ","duas barras","1","56"
"RJ","lidice","1","56"
"RJ","cambiasca","1","56"
"RJ","purilandia","1","56"
"RJ","vargem alegre","1","56"
"RJ","piao","1","56"
"RJ","itacurussa","1","56"
"RJ","santa maria","1","56"
"RJ","sao sebastiao do paraiba","1","56"
"RJ","portela","1","56"
"RJ","laje do muriae","1","56"
"RJ","sao joao do paraiso","1","56"
"RJ","boa ventura","1","56"
"RJ","jamapara","1","56"
"RJ","jaguarembe","1","56"
"RJ","sao jose do ribeirao","1","56"
"RJ","barao de juparana","1","56"
"RJ","sao sebastiao de campos","1","56"
"RJ","bom jesus do querendo","1","56"
"RN","natal","207","1"
"RN","parnamirim","59","2"
"RN","mossoro","37","3"
"RN","caico","10","4"
"RN","pau dos ferros","9","5"
"RN","alto do rodrigues","8","6"
"RN","currais novos","8","6"
"RN","sao goncalo do amarante","7","7"
"RN","macau","5","8"
"RN","macaiba","5","8"
"RN","parelhas","4","9"
"RN","jucurutu","4","9"
"RN","sao miguel","4","9"
"RN","santa cruz","4","9"
"RN","jardim do serido","3","10"
"RN","goianinha","3","10"
"RN","caraubas","3","10"
"RN","nova cruz","3","10"
"RN","acu","3","10"
"RN","patu","3","10"
"RN","areia branca","3","10"
"RN","sao jose de mipibu","3","10"
"RN","upanema","3","10"
"RN","apodi","3","10"
"RN","ceara-mirim","2","11"
"RN","ielmo marinho","2","11"
"RN","itau","2","11"
"RN","serra de sao bento","2","11"
"RN","extremoz","2","11"
"RN","rodolfo fernandes","2","11"
"RN","lagoa nova","2","11"
"RN","sao vicente","2","11"
"RN","carnaubais","2","11"
"RN","alexandria","2","11"
"RN","portalegre","2","11"
"RN","sao miguel do gostoso","2","11"
"RN","guamare","2","11"
"RN","joao camara","2","11"
"RN","sao paulo do potengi","2","11"
"RN","santana do serido","2","11"
"RN","pendencias","2","11"
"RN","martins","2","11"
"RN","caicara do norte","1","12"
"RN","ipueira","1","12"
"RN","lagoa d'anta","1","12"
"RN","pedra preta","1","12"
"RN","frutuoso gomes","1","12"
"RN","lagoa de velhos","1","12"
"RN","santo antonio","1","12"
"RN","sao jose do campestre","1","12"
"RN","acari","1","12"
"RN","vicosa","1","12"
"RN","bodo","1","12"
"RN","francisco dantas","1","12"
"RN","jardim de piranhas","1","12"
"RN","sao rafael","1","12"
"RN","pedro velho","1","12"
"RN","governador dix-sept rosado","1","12"
"RN","janduis","1","12"
"RN","santa maria","1","12"
"RN","carnauba dos dantas","1","12"
"RN","sao jose do serido","1","12"
"RN","poco de pedra","1","12"
"RN","sitio novo","1","12"
"RN","barauna","1","12"
"RN","monte alegre","1","12"
"RN","jose da penha","1","12"
"RN","almino afonso","1","12"
"RN","galinhos","1","12"
"RN","sao tome","1","12"
"RN","angicos","1","12"
"RN","vera cruz","1","12"
"RN","tibau do sul","1","12"
"RN","japi","1","12"
"RN","agua nova","1","12"
"RN","lagoa salgada","1","12"
"RN","felipe guerra","1","12"
"RN","coronel joao pessoa","1","12"
"RN","messias targino","1","12"
"RN","severiano melo","1","12"
"RN","jandaira","1","12"
"RN","marcelino vieira","1","12"
"RN","vila flor","1","12"
"RN","sao fernando","1","12"
"RN","sao joao do sabugi","1","12"
"RN","tenente ananias","1","12"
"RN","riacho da cruz","1","12"
"RN","antonio martins","1","12"
"RN","montanhas","1","12"
"RN","florania","1","12"
"RO","porto velho","113","1"
"RO","vilhena","18","2"
"RO","ji-parana","17","3"
"RO","cacoal","13","4"
"RO","ariquemes","13","4"
"RO","pimenta bueno","8","5"
"RO","rolim de moura","7","6"
"RO","jaru","6","7"
"RO","espigao do oeste","6","7"
"RO","ouro preto do oeste","4","8"
"RO","sao miguel do guapore","4","8"
"RO","extrema","4","8"
"RO","alta floresta d'oeste","3","9"
"RO","urupa","3","9"
"RO","guajara-mirim","3","9"
"RO","machadinho d'oeste","3","9"
"RO","colorado do oeste","3","9"
"RO","seringueiras","2","10"
"RO","sao francisco do guapore","2","10"
"RO","presidente medici","2","10"
"RO","costa marques","2","10"
"RO","nova mamore","2","10"
"RO","buritis","2","10"
"RO","nova brasilandia d'oeste","2","10"
"RO","alto paraiso","1","11"
"RO","cacaulandia","1","11"
"RO","cabixi","1","11"
"RO","cujubim","1","11"
"RO","mutum parana","1","11"
"RO","ministro andreazza","1","11"
"RO","candeias do jamari","1","11"
"RO","mirante da serra","1","11"
"RO","cerejeiras","1","11"
"RO","alvorada d'oeste","1","11"
"RO","castanheiras","1","11"
"RR","boa vista","45","1"
"RR","bonfim","1","2"
"RS","porto alegre","1379","1"
"RS","caxias do sul","224","2"
"RS","canoas","210","3"
"RS","santa maria","194","4"
"RS","pelotas","186","5"
"RS","rio grande","125","6"
"RS","novo hamburgo","123","7"
"RS","passo fundo","113","8"
"RS","gravatai","112","9"
"RS","sao leopoldo","105","10"
"RS","viamao","73","11"
"RS","cachoeirinha","72","12"
"RS","bage","65","13"
"RS","santa cruz do sul","62","14"
"RS","erechim","58","15"
"RS","bento goncalves","56","16"
"RS","ijui","52","17"
"RS","alvorada","50","18"
"RS","lajeado","50","18"
"RS","uruguaiana","48","19"
"RS","santo angelo","46","20"
"RS","esteio","41","21"
"RS","sapucaia do sul","40","22"
"RS","capao da canoa","38","23"
"RS","alegrete","36","24"
"RS","campo bom","36","24"
"RS","osorio","35","25"
"RS","cruz alta","33","26"
"RS","santa rosa","33","26"
"RS","cachoeira do sul","32","27"
"RS","montenegro","32","27"
"RS","guaiba","31","28"
"RS","gramado","30","29"
"RS","farroupilha","28","30"
"RS","sapiranga","26","31"
"RS","santiago","26","31"
"RS","venancio aires","26","31"
"RS","tramandai","25","32"
"RS","sao gabriel","24","33"
"RS","carazinho","24","33"
"RS","vacaria","23","34"
"RS","marau","22","35"
"RS","taquara","21","36"
"RS","ibiruba","21","36"
"RS","carlos barbosa","20","37"
"RS","estancia velha","20","37"
"RS","santana do livramento","20","37"
"RS","veranopolis","18","38"
"RS","guapore","18","38"
"RS","canela","18","38"
"RS","sao borja","18","38"
"RS","dois irmaos","18","38"
"RS","santo antonio da patrulha","17","39"
"RS","panambi","17","39"
"RS","igrejinha","17","39"
"RS","torres","17","39"
"RS","charqueadas","17","39"
"RS","palmeira das missoes","16","40"
"RS","estrela","16","40"
"RS","nova prata","16","40"
"RS","sao luiz gonzaga","15","41"
"RS","eldorado do sul","15","41"
"RS","cangucu","15","41"
"RS","rosario do sul","14","42"
"RS","lagoa vermelha","14","42"
"RS","frederico westphalen","14","42"
"RS","sao lourenco do sul","14","42"
"RS","feliz","14","42"
"RS","teutonia","14","42"
"RS","ivoti","13","43"
"RS","sao sebastiao do cai","13","43"
"RS","imbe","13","43"
"RS","camaqua","13","43"
"RS","parobe","12","44"
"RS","flores da cunha","12","44"
"RS","santa vitoria do palmar","12","44"
"RS","tres de maio","12","44"
"RS","encantado","11","45"
"RS","tres passos","11","45"
"RS","triunfo","11","45"
"RS","mostardas","11","45"
"RS","taquari","11","45"
"RS","portao","10","46"
"RS","girua","10","46"
"RS","garibaldi","10","46"
"RS","rolante","10","46"
"RS","dom pedrito","10","46"
"RS","arroio do meio","10","46"
"RS","julio de castilhos","10","46"
"RS","sao marcos","9","47"
"RS","santo augusto","9","47"
"RS","serafina correa","9","47"
"RS","tapejara","9","47"
"RS","arroio dos ratos","9","47"
"RS","itaqui","9","47"
"RS","balneario pinhal","8","48"
"RS","arroio do sal","8","48"
"RS","getulio vargas","8","48"
"RS","encruzilhada do sul","8","48"
"RS","nova petropolis","8","48"
"RS","jaguarao","8","48"
"RS","xangri-la","8","48"
"RS","cerro largo","7","49"
"RS","sao jeronimo","7","49"
"RS","nao-me-toque","7","49"
"RS","espumoso","7","49"
"RS","horizontina","7","49"
"RS","sao jose do norte","7","49"
"RS","tres cachoeiras","7","49"
"RS","santo cristo","7","49"
"RS","casca","7","49"
"RS","tapes","6","50"
"RS","sao sepe","6","50"
"RS","rio pardo","6","50"
"RS","ronda alta","6","50"
"RS","sananduva","6","50"
"RS","bom principio","6","50"
"RS","tres coroas","6","50"
"RS","butia","6","50"
"RS","campinas do sul","6","50"
"RS","estacao","5","51"
"RS","dom feliciano","5","51"
"RS","cacapava do sul","5","51"
"RS","antonio prado","5","51"
"RS","terra de areia","5","51"
"RS","porto xavier","5","51"
"RS","sarandi","5","51"
"RS","sao francisco de paula","5","51"
"RS","barra do ribeiro","5","51"
"RS","palmitinho","5","51"
"RS","sao jose do ouro","5","51"
"RS","palmares do sul","5","51"
"RS","chui","5","51"
"RS","nova santa rita","5","51"
"RS","pinheiro machado","5","51"
"RS","cidreira","5","51"
"RS","roque gonzales","5","51"
"RS","soledade","5","51"
"RS","cacequi","4","52"
"RS","candiota","4","52"
"RS","tupancireta","4","52"
"RS","capao do leao","4","52"
"RS","quarai","4","52"
"RS","pejucara","4","52"
"RS","vera cruz","4","52"
"RS","nova bassano","4","52"
"RS","anta gorda","4","52"
"RS","jari","4","52"
"RS","santo antonio das missoes","4","52"
"RS","catuipe","4","52"
"RS","arvorezinha","4","52"
"RS","condor","4","52"
"RS","candelaria","4","52"
"RS","trindade do sul","4","52"
"RS","chapada","4","52"
"RS","salto do jacui","4","52"
"RS","cruzeiro do sul","4","52"
"RS","planalto","3","53"
"RS","capao do cipo","3","53"
"RS","tres arroios","3","53"
"RS","sertao","3","53"
"RS","gaurama","3","53"
"RS","jaguari","3","53"
"RS","campos borges","3","53"
"RS","toropi","3","53"
"RS","cristal","3","53"
"RS","parai","3","53"
"RS","tenente portela","3","53"
"RS","vila langaro","3","53"
"RS","ilopolis","3","53"
"RS","arroio grande","3","53"
"RS","bom retiro do sul","3","53"
"RS","morro reuter","3","53"
"RS","vale real","3","53"
"RS","pantano grande","3","53"
"RS","entre-ijuis","3","53"
"RS","sao valentim","3","53"
"RS","nova hartz","3","53"
"RS","pedro osorio","3","53"
"RS","imigrante","3","53"
"RS","sobradinho","3","53"
"RS","maximiliano de almeida","3","53"
"RS","redentora","3","53"
"RS","restinga seca","3","53"
"RS","colorado","3","53"
"RS","manoel viana","3","53"
"RS","lavras do sul","3","53"
"RS","tucunduva","3","53"
"RS","barros cassal","3","53"
"RS","vila flores","3","53"
"RS","tupandi","3","53"
"RS","nova alvorada","3","53"
"RS","dona francisca","2","54"
"RS","formigueiro","2","54"
"RS","victor graeff","2","54"
"RS","caibate","2","54"
"RS","charrua","2","54"
"RS","sao vendelino","2","54"
"RS","roca sales","2","54"
"RS","ibiaca","2","54"
"RS","capao da porteira","2","54"
"RS","novo barreiro","2","54"
"RS","cerro grande do sul","2","54"
"RS","campina das missoes","2","54"
"RS","putinga","2","54"
"RS","erval grande","2","54"
"RS","nonoai","2","54"
"RS","mato leitao","2","54"
"RS","tuparendi","2","54"
"RS","david canabarro","2","54"
"RS","barracao","2","54"
"RS","macambara","2","54"
"RS","sao francisco de assis","2","54"
"RS","coqueiro baixo","2","54"
"RS","ametista do sul","2","54"
"RS","sao jose do hortencio","2","54"
"RS","santa clara do sul","2","54"
"RS","ararica","2","54"
"RS","campestre da serra","2","54"
"RS","barao de cotegipe","2","54"
"RS","coxilha","2","54"
"RS","ipe","2","54"
"RS","guarani das missoes","2","54"
"RS","ajuricaba","2","54"
"RS","rodeio bonito","2","54"
"RS","irai","2","54"
"RS","seberi","2","54"
"RS","glorinha","2","54"
"RS","santana da boa vista","2","54"
"RS","nova palma","2","54"
"RS","aurea","2","54"
"RS","capela de santana","2","54"
"RS","crissiumal","2","54"
"RS","nova esperanca do sul","2","54"
"RS","arroio do tigre","2","54"
"RS","santo antonio do palma","2","54"
"RS","ibiraiaras","2","54"
"RS","quevedos","2","54"
"RS","agua santa","2","54"
"RS","boqueirao do leao","2","54"
"RS","campo novo","2","54"
"RS","santa barbara do sul","2","54"
"RS","acegua","2","54"
"RS","sinimbu","2","54"
"RS","sao paulo das missoes","2","54"
"RS","montauri","2","54"
"RS","augusto pestana","2","54"
"RS","herval","2","54"
"RS","fazenda vilanova","2","54"
"RS","protasio alves","2","54"
"RS","herveiras","1","55"
"RS","morro redondo","1","55"
"RS","marques de souza","1","55"
"RS","gramado dos loureiros","1","55"
"RS","colinas","1","55"
"RS","barao do triunfo","1","55"
"RS","tres forquilhas","1","55"
"RS","mariano moro","1","55"
"RS","boa vista do burica","1","55"
"RS","caseiros","1","55"
"RS","itatiba do sul","1","55"
"RS","nova padua","1","55"
"RS","miraguai","1","55"
"RS","boa vista do sul","1","55"
"RS","nova araca","1","55"
"RS","capivari do sul","1","55"
"RS","tavares","1","55"
"RS","pedras altas","1","55"
"RS","vicente dutra","1","55"
"RS","alto alegre","1","55"
"RS","faxinalzinho","1","55"
"RS","tapera","1","55"
"RS","vespasiano correa","1","55"
"RS","mampituba","1","55"
"RS","mata","1","55"
"RS","unistalda","1","55"
"RS","ipiranga","1","55"
"RS","ivora","1","55"
"RS","machadinho","1","55"
"RS","ibarama","1","55"
"RS","ciriaco","1","55"
"RS","erebango","1","55"
"RS","segredo","1","55"
"RS","aratiba","1","55"
"RS","barao","1","55"
"RS","itaara","1","55"
"RS","santo antonio do planalto","1","55"
"RS","lagoao","1","55"
"RS","cerrito","1","55"
"RS","capitao","1","55"
"RS","osvaldo kroeff","1","55"
"RS","minas do leao","1","55"
"RS","paraiso do sul","1","55"
"RS","pareci novo","1","55"
"RS","agudo","1","55"
"RS","gramado xavier","1","55"
"RS","nova roma do sul","1","55"
"RS","pouso novo","1","55"
"RS","senador salgado filho","1","55"
"RS","ipiranga do sul","1","55"
"RS","silveira martins","1","55"
"RS","eugenio de castro","1","55"
"RS","boa vista das missoes","1","55"
"RS","selbach","1","55"
"RS","lindolfo collor","1","55"
"RS","nova boa vista","1","55"
"RS","alpestre","1","55"
"RS","jacutinga","1","55"
"RS","vista alegre","1","55"
"RS","travesseiro","1","55"
"RS","pinhal da serra","1","55"
"RS","dezesseis de novembro","1","55"
"RS","boa vista do cadeado","1","55"
"RS","santa maria do herval","1","55"
"RS","vale do sol","1","55"
"RS","vitoria das missoes","1","55"
"RS","salvador do sul","1","55"
"RS","monte bonito","1","55"
"RS","sertao santana","1","55"
"RS","piratini","1","55"
"RS","sao pedro do sul","1","55"
"RS","santo expedito do sul","1","55"
"RS","fontoura xavier","1","55"
"RS","bossoroca","1","55"
"RS","constantina","1","55"
"RS","novo machado","1","55"
"RS","novo cabrais","1","55"
"RS","jaquirana","1","55"
"RS","hulha negra","1","55"
"RS","alegria","1","55"
"RS","maquine","1","55"
"RS","aguas claras","1","55"
"RS","garruchos","1","55"
"RS","andre da rocha","1","55"
"RS","sao jorge","1","55"
"RS","sao domingos do sul","1","55"
"RS","esmeralda","1","55"
"RS","monte alverne","1","55"
"RS","presidente lucena","1","55"
"RS","coqueiros do sul","1","55"
"RS","taquarucu do sul","1","55"
"RS","pinto bandeira","1","55"
"RS","pontao","1","55"
"RS","sao joao da urtiga","1","55"
"RS","cotipora","1","55"
"RS","candido godoi","1","55"
"RS","rio dos indios","1","55"
"RS","general camara","1","55"
"RS","sao nicolau","1","55"
"RS","nova brescia","1","55"
"RS","rainha do mar","1","55"
"RS","sao jose do inhacora","1","55"
"RS","tiradentes do sul","1","55"
"RS","porto lucena","1","55"
"RS","estrela velha","1","55"
"RS","monte belo do sul","1","55"
"RS","vanini","1","55"
"RS","cambara do sul","1","55"
"RS","jacuizinho","1","55"
"RS","doutor mauricio cardoso","1","55"
"RS","serio","1","55"
"RS","vila nova do sul","1","55"
"RS","lagoa dos tres cantos","1","55"
"RS","cerro grande","1","55"
"RS","guabiju","1","55"
"RS","muliterno","1","55"
"RS","progresso","1","55"
"RS","sao martinho","1","55"
"RS","polo petroquimico de triunfo","1","55"
"RS","chiapetta","1","55"
"RS","sete de setembro","1","55"
"RS","picada cafe","1","55"
"RS","barra do rio azul","1","55"
"RS","liberato salzano","1","55"
"RS","fortaleza dos valos","1","55"
"RS","uniao da serra","1","55"
"RS","padre gonzales","1","55"
"RS","sao pedro do butia","1","55"
"RS","almirante tamandare do sul","1","55"
"SC","florianopolis","570","1"
"SC","joinville","264","2"
"SC","blumenau","188","3"
"SC","sao jose","169","4"
"SC","itajai","120","5"
"SC","chapeco","103","6"
"SC","balneario camboriu","100","7"
"SC","palhoca","95","8"
"SC","criciuma","93","9"
"SC","jaragua do sul","89","10"
"SC","lages","84","11"
"SC","brusque","60","12"
"SC","tubarao","60","12"
"SC","concordia","50","13"
"SC","videira","47","14"
"SC","sao bento do sul","45","15"
"SC","itapema","44","16"
"SC","cacador","40","17"
"SC","sao miguel do oeste","40","17"
"SC","rio do sul","35","18"
"SC","imbituba","34","19"
"SC","navegantes","31","20"
"SC","gaspar","30","21"
"SC","tijucas","30","21"
"SC","xanxere","29","22"
"SC","camboriu","28","23"
"SC","mafra","28","23"
"SC","canoinhas","27","24"
"SC","indaial","26","25"
"SC","joacaba","26","25"
"SC","biguacu","25","26"
"SC","garopaba","23","27"
"SC","icara","21","28"
"SC","curitibanos","21","28"
"SC","timbo","20","29"
"SC","braco do norte","20","29"
"SC","ararangua","18","30"
"SC","sao francisco do sul","17","31"
"SC","penha","17","31"
"SC","barra velha","16","32"
"SC","bombinhas","15","33"
"SC","taio","15","33"
"SC","fraiburgo","15","33"
"SC","ituporanga","15","33"
"SC","laguna","14","34"
"SC","campos novos","14","34"
"SC","porto uniao","14","34"
"SC","guaramirim","13","35"
"SC","forquilhinha","13","35"
"SC","rio negrinho","13","35"
"SC","ibirama","13","35"
"SC","itapiranga","12","36"
"SC","santo amaro da imperatriz","12","36"
"SC","araquari","11","37"
"SC","sao lourenco do oeste","11","37"
"SC","sombrio","11","37"
"SC","correia pinto","11","37"
"SC","faxinal dos guedes","11","37"
"SC","treze tilias","11","37"
"SC","capinzal","10","38"
"SC","balneario picarras","10","38"
"SC","xaxim","10","38"
"SC","urussanga","10","38"
"SC","sao joao batista","10","38"
"SC","maravilha","10","38"
"SC","sao joaquim","9","39"
"SC","pomerode","9","39"
"SC","porto belo","9","39"
"SC","schroeder","9","39"
"SC","herval d'oeste","9","39"
"SC","itapoa","9","39"
"SC","pinhalzinho","9","39"
"SC","orleans","8","40"
"SC","papanduva","8","40"
"SC","itaiopolis","8","40"
"SC","lauro muller","8","40"
"SC","rodeio","7","41"
"SC","apiuna","7","41"
"SC","morro da fumaca","7","41"
"SC","passo de torres","7","41"
"SC","campo ere","7","41"
"SC","presidente getulio","7","41"
"SC","ipora do oeste","6","42"
"SC","seara","6","42"
"SC","gravatal","6","42"
"SC","benedito novo","6","42"
"SC","piratuba","6","42"
"SC","santa cecilia","6","42"
"SC","abelardo luz","6","42"
"SC","nova trento","6","42"
"SC","catanduvas","6","42"
"SC","laurentino","5","43"
"SC","garuva","5","43"
"SC","otacilio costa","5","43"
"SC","anita garibaldi","5","43"
"SC","sao jose do cedro","5","43"
"SC","ipumirim","5","43"
"SC","cunha pora","5","43"
"SC","guabiruba","5","43"
"SC","trombudo central","5","43"
"SC","tres barras","5","43"
"SC","capivari de baixo","5","43"
"SC","sao carlos","5","43"
"SC","vargem bonita","5","43"
"SC","palmitos","5","43"
"SC","petrolandia","5","43"
"SC","saudades","4","44"
"SC","irani","4","44"
"SC","jacinto machado","4","44"
"SC","balneario barra do sul","4","44"
"SC","cocal do sul","4","44"
"SC","turvo","4","44"
"SC","sideropolis","4","44"
"SC","rio do campo","4","44"
"SC","ilhota","4","44"
"SC","irineopolis","4","44"
"SC","salto veloso","4","44"
"SC","canelinha","4","44"
"SC","palma sola","4","44"
"SC","quilombo","4","44"
"SC","imbuia","4","44"
"SC","ibiam","4","44"
"SC","ascurra","4","44"
"SC","praia grande","4","44"
"SC","corupa","4","44"
"SC","balneario arroio do silva","4","44"
"SC","guaruja do sul","4","44"
"SC","ponte serrada","3","45"
"SC","nova erechim","3","45"
"SC","meleiro","3","45"
"SC","governador celso ramos","3","45"
"SC","ita","3","45"
"SC","rio fortuna","3","45"
"SC","sangao","3","45"
"SC","sao jose do cerrito","3","45"
"SC","palmeira","3","45"
"SC","pouso redondo","3","45"
"SC","caibi","3","45"
"SC","nova veneza","3","45"
"SC","santa rosa de lima","3","45"
"SC","urubici","3","45"
"SC","dionisio cerqueira","3","45"
"SC","balneario rincao","3","45"
"SC","timbe do sul","3","45"
"SC","major vieira","3","45"
"SC","massaranduba","3","45"
"SC","lontras","3","45"
"SC","grao para","3","45"
"SC","anchieta","3","45"
"SC","witmarsum","3","45"
"SC","sao ludgero","3","45"
"SC","rio do oeste","3","45"
"SC","monte carlo","3","45"
"SC","balneario gaivota","3","45"
"SC","riqueza","3","45"
"SC","coronel martins","2","46"
"SC","sao domingos","2","46"
"SC","anitapolis","2","46"
"SC","xavantina","2","46"
"SC","rancho queimado","2","46"
"SC","sao pedro de alcantara","2","46"
"SC","celso ramos","2","46"
"SC","agronomica","2","46"
"SC","mondai","2","46"
"SC","rio das antas","2","46"
"SC","zortea","2","46"
"SC","botuvera","2","46"
"SC","sao joao do sul","2","46"
"SC","paulo lopes","2","46"
"SC","nossa senhora de caravaggio","2","46"
"SC","bom jesus","2","46"
"SC","antonio carlos","2","46"
"SC","jabora","2","46"
"SC","ibicare","2","46"
"SC","campo alegre","2","46"
"SC","aurora","2","46"
"SC","peritiba","2","46"
"SC","nova itaberaba","2","46"
"SC","maracana","2","46"
"SC","jaguaruna","2","46"
"SC","passos maia","2","46"
"SC","armazem","2","46"
"SC","ipira","2","46"
"SC","luiz alves","2","46"
"SC","sao martinho","2","46"
"SC","alfredo wagner","2","46"
"SC","abdon batista","1","47"
"SC","sao bonifacio","1","47"
"SC","calmon","1","47"
"SC","lebon regis","1","47"
"SC","sao joao do itaperiu","1","47"
"SC","presidente castello branco","1","47"
"SC","paial","1","47"
"SC","caxambu do sul","1","47"
"SC","macieira","1","47"
"SC","arroio trinta","1","47"
"SC","paraiso","1","47"
"SC","presidente nereu","1","47"
"SC","bom retiro","1","47"
"SC","vargeao","1","47"
"SC","guaraciaba","1","47"
"SC","fragosos","1","47"
"SC","belmonte","1","47"
"SC","lindoia do sul","1","47"
"SC","angelina","1","47"
"SC","sao bernardino","1","47"
"SC","sao cristovao do sul","1","47"
"SC","agua doce","1","47"
"SC","atalanta","1","47"
"SC","tangara","1","47"
"SC","tunapolis","1","47"
"SC","rio dos cedros","1","47"
"SC","aguas mornas","1","47"
"SC","coronel freitas","1","47"
"SC","galvao","1","47"
"SC","aguas frias","1","47"
"SC","leoberto leal","1","47"
"SC","uniao do oeste","1","47"
"SC","dona emma","1","47"
"SC","cerro negro","1","47"
"SC","santa cruz do timbo","1","47"
"SC","romelandia","1","47"
"SC","novo horizonte","1","47"
"SC","jose boiteux","1","47"
"SC","frei rogerio","1","47"
"SC","treviso","1","47"
"SC","iomere","1","47"
"SC","monte castelo","1","47"
"SC","ponte alta do norte","1","47"
"SC","lajeado grande","1","47"
"SC","santa terezinha","1","47"
"SC","arvoredo","1","47"
"SC","chapadao do lageado","1","47"
"SC","picarras","1","47"
"SC","rio rufino","1","47"
"SC","ouro","1","47"
"SC","morro grande","1","47"
"SC","santa rosa do sul","1","47"
"SC","agrolandia","1","47"
"SC","alto bela vista","1","47"
"SE","aracaju","225","1"
"SE","itabaiana","16","2"
"SE","nossa senhora do socorro","14","3"
"SE","lagarto","11","4"
"SE","estancia","9","5"
"SE","simao dias","7","6"
"SE","sao cristovao","7","6"
"SE","propria","4","7"
"SE","poco verde","4","7"
"SE","sao francisco","3","8"
"SE","cedro de sao joao","3","8"
"SE","capela","3","8"
"SE","umbauba","3","8"
"SE","barra dos coqueiros","3","8"
"SE","nossa senhora da gloria","2","9"
"SE","itabaianinha","2","9"
"SE","tobias barreto","2","9"
"SE","caninde de sao francisco","2","9"
"SE","tomar do geru","2","9"
"SE","carmopolis","2","9"
"SE","japoata","1","10"
"SE","boquim","1","10"
"SE","monte alegre de sergipe","1","10"
"SE","neopolis","1","10"
"SE","itabi","1","10"
"SE","ribeiropolis","1","10"
"SE","brejo grande","1","10"
"SE","cristinapolis","1","10"
"SE","macambira","1","10"
"SE","general maynard","1","10"
"SE","nossa senhora das dores","1","10"
"SE","indiaroba","1","10"
"SE","pinhao","1","10"
"SE","japaratuba","1","10"
"SE","riachuelo","1","10"
"SE","campo do brito","1","10"
"SE","sao miguel do aleixo","1","10"
"SE","itaporanga d'ajuda","1","10"
"SE","graccho cardoso","1","10"
"SE","pirambu","1","10"
"SE","poco redondo","1","10"
"SE","telha","1","10"
"SE","malhador","1","10"
"SE","aquidaba","1","10"
"SE","nossa senhora de lourdes","1","10"
"SE","santo amaro das brotas","1","10"
"SP","sao paulo","15540","1"
"SP","campinas","1444","2"
"SP","guarulhos","1189","3"
"SP","sao bernardo do campo","938","4"
"SP","santo andre","796","5"
"SP","osasco","746","6"
"SP","santos","713","7"
"SP","sao jose dos campos","691","8"
"SP","sorocaba","633","9"
"SP","jundiai","565","10"
"SP","ribeirao preto","510","11"
"SP","barueri","433","12"
"SP","mogi das cruzes","383","13"
"SP","piracicaba","369","14"
"SP","sao jose do rio preto","335","15"
"SP","carapicuiba","328","16"
"SP","maua","323","17"
"SP","praia grande","311","18"
"SP","taboao da serra","296","19"
"SP","diadema","286","20"
"SP","indaiatuba","280","21"
"SP","sao caetano do sul","277","22"
"SP","bauru","273","23"
"SP","taubate","270","24"
"SP","cotia","250","25"
"SP","sao carlos","236","26"
"SP","suzano","234","27"
"SP","guaruja","226","28"
"SP","americana","224","29"
"SP","marilia","196","30"
"SP","jacarei","194","31"
"SP","limeira","190","32"
"SP","santana de parnaiba","185","33"
"SP","sumare","183","34"
"SP","valinhos","183","34"
"SP","itaquaquecetuba","172","35"
"SP","itapevi","170","36"
"SP","embu das artes","165","37"
"SP","sao vicente","163","38"
"SP","franca","161","39"
"SP","presidente prudente","161","39"
"SP","atibaia","159","40"
"SP","araraquara","155","41"
"SP","rio claro","154","42"
"SP","braganca paulista","146","43"
"SP","hortolandia","145","44"
"SP","aracatuba","141","45"
"SP","itu","136","46"
"SP","paulinia","130","47"
"SP","santa barbara d'oeste","119","48"
